Reaction_Name,Gene_ID,Pathway,Metabolite_ID,name,formula,charge,"formula, neutral",KEGG ID,CAS number   
D-mannose transport via PEP:Pyr PTS,MG429,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
methionine adenosyltransferase,MG047,Methionine Metabolism,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
methionine adenosyltransferase,MG047,Methionine Metabolism,met-L,L-Methionine,C5H11NO2S,0.0,C5H11NO2S,C00073,63-68-3
methionine adenosyltransferase,MG047,Methionine Metabolism,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
methionine adenosyltransferase,MG047,Methionine Metabolism,amet,S-Adenosyl-L-methionine,C15H23N6O5S,1.0,C15H23N6O5S,C00019,29908-03-0
methionine adenosyltransferase,MG047,Methionine Metabolism,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
methionine adenosyltransferase,MG047,Methionine Metabolism,h2o,H2O,H2O,0.0,,C00001,7732-18-5
L-methionine R-oxide reductase (trdrd),MG448,Amino acids and related molecules,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
L-methionine R-oxide reductase (trdrd),MG448,Amino acids and related molecules,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
L-methionine R-oxide reductase (trdrd),MG448,Amino acids and related molecules,met-L,L-Methionine,C5H11NO2S,0.0,C5H11NO2S,C00073,63-68-3
L-methionine R-oxide reductase (trdrd),MG448,Amino acids and related molecules,metox-R,L-methionine R-oxide,C5H11NO3S,0.0,,,
L-methionine R-oxide reductase (trdrd),MG448,Amino acids and related molecules,h2o,H2O,H2O,0.0,,C00001,7732-18-5
L-methionine R-oxide (H2O2),MG448,Amino acids and related molecules,h2o,H2O,H2O,0.0,,C00001,7732-18-5
L-methionine R-oxide (H2O2),MG448,Amino acids and related molecules,h2o2,Hydrogen peroxide,H2O2,0.0,,C00027,7722-84-1
L-methionine R-oxide (H2O2),MG448,Amino acids and related molecules,metox-R,L-methionine R-oxide,C5H11NO3S,0.0,,,
L-methionine R-oxide (H2O2),MG448,Amino acids and related molecules,met-L,L-Methionine,C5H11NO2S,0.0,C5H11NO2S,C00073,63-68-3
L-methionine-S-oxide reductase (trdrd),MG408,Amino acids and related molecules,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
L-methionine-S-oxide reductase (trdrd),MG408,Amino acids and related molecules,metox,L-Methionine S-oxide,C5H11NO3S,0.0,,C02989,
L-methionine-S-oxide reductase (trdrd),MG408,Amino acids and related molecules,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
L-methionine-S-oxide reductase (trdrd),MG408,Amino acids and related molecules,met-L,L-Methionine,C5H11NO2S,0.0,C5H11NO2S,C00073,63-68-3
L-methionine-S-oxide reductase (trdrd),MG408,Amino acids and related molecules,h2o,H2O,H2O,0.0,,C00001,7732-18-5
L-methionine S-oxide reductase (H2O2),MG408,Amino acids and related molecules,h2o,H2O,H2O,0.0,,C00001,7732-18-5
L-methionine S-oxide reductase (H2O2),MG408,Amino acids and related molecules,h2o2,Hydrogen peroxide,H2O2,0.0,,C00027,7722-84-1
L-methionine S-oxide reductase (H2O2),MG408,Amino acids and related molecules,metox,L-Methionine S-oxide,C5H11NO3S,0.0,,C02989,
L-methionine S-oxide reductase (H2O2),MG408,Amino acids and related molecules,met-L,L-Methionine,C5H11NO2S,0.0,C5H11NO2S,C00073,63-68-3
Methionyl-tRNA synthetase,MG021,Other function,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Methionyl-tRNA synthetase,MG021,Other function,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Methionyl-tRNA synthetase,MG021,Other function,met-L,L-Methionine,C5H11NO2S,0.0,C5H11NO2S,C00073,63-68-3
Methionyl-tRNA synthetase,MG021,Other function,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
Methionyl-tRNA synthetase,MG021,Other function,mettrna,L-Methionyl-tRNA (Met),C5H10NOSR,1.0,,C02430,
Methionyl-tRNA synthetase,MG021,Other function,trnamet,tRNA(Met),HOR,0.0,,C01647,
mannitol transport via PEP:Pyr PTS,MG041,Transport,mnl1p,D-Mannitol 1-phosphate,C6H13O9P,-2.0,C6H15O9P,C00644,
mannitol transport via PEP:Pyr PTS,MG041,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
mannitol transport via PEP:Pyr PTS,MG041,Transport,mnl,D-Mannitol,C6H14O6,0.0,,C00392,69-65-8
mannitol transport via PEP:Pyr PTS,MG041,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
mannitol transport via PEP:Pyr PTS,MG429,Transport,mnl1p,D-Mannitol 1-phosphate,C6H13O9P,-2.0,C6H15O9P,C00644,
mannitol transport via PEP:Pyr PTS,MG429,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
mannitol transport via PEP:Pyr PTS,MG429,Transport,mnl,D-Mannitol,C6H14O6,0.0,,C00392,69-65-8
mannitol transport via PEP:Pyr PTS,MG429,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
methenyltetrahydrofolate cyclohydrolase,MG013,Coenzymes and prosthetic groups,h2o,H2O,H2O,0.0,,C00001,7732-18-5
methenyltetrahydrofolate cyclohydrolase,MG013,Coenzymes and prosthetic groups,methf,"5,10-Methenyltetrahydrofolate",C20H20N7O6,-1.0,C20H22N7O6,C00445,
methenyltetrahydrofolate cyclohydrolase,MG013,Coenzymes and prosthetic groups,h,H+,H,1.0,,C00080,12408-02-5
methenyltetrahydrofolate cyclohydrolase,MG013,Coenzymes and prosthetic groups,10fthf,10-Formyltetrahydrofolate,C20H21N7O7,-2.0,C20H23N7O7,C00234,
methylenetetrahydrofolate dehydrogenase (NADP),MG013,Coenzymes and prosthetic groups,methf,"5,10-Methenyltetrahydrofolate",C20H20N7O6,-1.0,C20H22N7O6,C00445,
methylenetetrahydrofolate dehydrogenase (NADP),MG013,Coenzymes and prosthetic groups,nadp,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,-3.0,,C00006,53-59-8
methylenetetrahydrofolate dehydrogenase (NADP),MG013,Coenzymes and prosthetic groups,mlthf,"5,10-Methylenetetrahydrofolate",C20H21N7O6,-2.0,C20H23N7O6,C00143,
methylenetetrahydrofolate dehydrogenase (NADP),MG013,Coenzymes and prosthetic groups,nadph,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,-4.0,C21H30N7O17P3,C00005,2646-71-1
NADH dehydrogenase (Menaquinone 7 & 2 protons),MG275,Energy Metabolism,mqn7,Menaquinone 7,C46H64O2,0.0,,C00828,
NADH dehydrogenase (Menaquinone 7 & 2 protons),MG275,Energy Metabolism,mql7,Menaquinol 7,C46H66O2,0.0,,C05819,
NADH dehydrogenase (Menaquinone 7 & 2 protons),MG275,Energy Metabolism,nad,Nicotinamide adenine dinucleotide,C21H26N7O14P2,-1.0,C21H28N7O14P2,C00003,53-84-9
NADH dehydrogenase (Menaquinone 7 & 2 protons),MG275,Energy Metabolism,nadh,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,-2.0,C21H29N7O14P2,C00004,58-68-4
NADH dehydrogenase (Menaquinone 7 & 2 protons),MG275,Energy Metabolism,h,H+,H,1.0,,C00080,12408-02-5
NAD kinase,MG128,Cofactor and Prosthetic Group Biosynthesis,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
NAD kinase,MG128,Cofactor and Prosthetic Group Biosynthesis,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
NAD kinase,MG128,Cofactor and Prosthetic Group Biosynthesis,nad,Nicotinamide adenine dinucleotide,C21H26N7O14P2,-1.0,C21H28N7O14P2,C00003,53-84-9
NAD kinase,MG128,Cofactor and Prosthetic Group Biosynthesis,h,H+,H,1.0,,C00080,12408-02-5
NAD kinase,MG128,Cofactor and Prosthetic Group Biosynthesis,nadp,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,-3.0,,C00006,53-59-8
NAD synthase (nh4),MG383,Vitamins & Cofactor Biosynthesis,dnad,Deamino-NAD+,C21H24N6O15P2,-2.0,C21H27N6O15P2,C00857,
NAD synthase (nh4),MG383,Vitamins & Cofactor Biosynthesis,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
NAD synthase (nh4),MG383,Vitamins & Cofactor Biosynthesis,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
NAD synthase (nh4),MG383,Vitamins & Cofactor Biosynthesis,nh4,Ammonium,H4N,1.0,H3N,C01342,14798-03-9
NAD synthase (nh4),MG383,Vitamins & Cofactor Biosynthesis,nad,Nicotinamide adenine dinucleotide,C21H26N7O14P2,-1.0,C21H28N7O14P2,C00003,53-84-9
NAD synthase (nh4),MG383,Vitamins & Cofactor Biosynthesis,h,H+,H,1.0,,C00080,12408-02-5
NAD synthase (nh4),MG383,Vitamins & Cofactor Biosynthesis,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
nicotinic acid mononucleotide pyrophosphorylase,MG037,Nucleotides and nucleic acids,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
nicotinic acid mononucleotide pyrophosphorylase,MG037,Nucleotides and nucleic acids,nac,Nicotinate,C6H4NO2,-1.0,C6H5NO2,C00253,59-67-6
nicotinic acid mononucleotide pyrophosphorylase,MG037,Nucleotides and nucleic acids,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
nicotinic acid mononucleotide pyrophosphorylase,MG037,Nucleotides and nucleic acids,nicrnt,Nicotinate D-ribonucleotide,C11H12NO9P,-2.0,C11H15NO9P,C01185,
nicotinic acid mononucleotide pyrophosphorylase,MG037,Nucleotides and nucleic acids,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
nicotinic acid mononucleotide pyrophosphorylase,MG037,Nucleotides and nucleic acids,prpp,5-Phospho-alpha-D-ribose 1-diphosphate,C5H8O14P3,-5.0,C5H13O14P3,C00119,
nicotinic acid mononucleotide pyrophosphorylase,MG037,Nucleotides and nucleic acids,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
nicotinic acid mononucleotide pyrophosphorylase,MG037,Nucleotides and nucleic acids,h2o,H2O,H2O,0.0,,C00001,7732-18-5
ammonia transport via diffusion,s0001,Transport,nh4,Ammonium,H4N,1.0,H3N,C01342,14798-03-9
nickel transport via ABC system,MG077,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
nickel transport via ABC system,MG077,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
nickel transport via ABC system,MG077,Transport,h,H+,H,1.0,,C00080,12408-02-5
nickel transport via ABC system,MG077,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
nickel transport via ABC system,MG077,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
nickel transport via ABC system,MG077,Transport,ni2,Nickel,Ni,2.0,,C00291,
nickel transport via ABC system,MG079,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
nickel transport via ABC system,MG079,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
nickel transport via ABC system,MG079,Transport,h,H+,H,1.0,,C00080,12408-02-5
nickel transport via ABC system,MG079,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
nickel transport via ABC system,MG079,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
nickel transport via ABC system,MG079,Transport,ni2,Nickel,Ni,2.0,,C00291,
nicotinamide-nucleotide adenylyltransferase,MG240,Coenzymes and prosthetic groups,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
nicotinamide-nucleotide adenylyltransferase,MG240,Coenzymes and prosthetic groups,nmn,NMN,C11H14N2O8P,-1.0,,C00455,1094-61-7
nicotinamide-nucleotide adenylyltransferase,MG240,Coenzymes and prosthetic groups,nad,Nicotinamide adenine dinucleotide,C21H26N7O14P2,-1.0,C21H28N7O14P2,C00003,53-84-9
nicotinamide-nucleotide adenylyltransferase,MG240,Coenzymes and prosthetic groups,h,H+,H,1.0,,C00080,12408-02-5
nicotinamide-nucleotide adenylyltransferase,MG240,Coenzymes and prosthetic groups,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
nicotinate-nucleotide adenylyltransferase,MG240,Coenzymes and prosthetic groups,dnad,Deamino-NAD+,C21H24N6O15P2,-2.0,C21H27N6O15P2,C00857,
nicotinate-nucleotide adenylyltransferase,MG240,Coenzymes and prosthetic groups,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
nicotinate-nucleotide adenylyltransferase,MG240,Coenzymes and prosthetic groups,nicrnt,Nicotinate D-ribonucleotide,C11H12NO9P,-2.0,C11H15NO9P,C01185,
nicotinate-nucleotide adenylyltransferase,MG240,Coenzymes and prosthetic groups,h,H+,H,1.0,,C00080,12408-02-5
nicotinate-nucleotide adenylyltransferase,MG240,Coenzymes and prosthetic groups,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
2-octaprenyl-6-hydroxyphenol methylase,MG463,Quinone Biosynthesis,ahcys,S-Adenosyl-L-homocysteine,C14H20N6O5S,0.0,C14H20N6O5S,C00021,979-92-0
2-octaprenyl-6-hydroxyphenol methylase,MG463,Quinone Biosynthesis,2ohph_5,,,,,,
2-octaprenyl-6-hydroxyphenol methylase,MG463,Quinone Biosynthesis,h,H+,H,1.0,,C00080,12408-02-5
2-octaprenyl-6-hydroxyphenol methylase,MG463,Quinone Biosynthesis,amet,S-Adenosyl-L-methionine,C15H23N6O5S,1.0,C15H23N6O5S,C00019,29908-03-0
2-octaprenyl-6-hydroxyphenol methylase,MG463,Quinone Biosynthesis,2omph_5,,,,,,
phosphate butyryltransferase,MG299,Carbohydrates and related molecules,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
phosphate butyryltransferase,MG299,Carbohydrates and related molecules,btcoa,Butanoyl-CoA,C25H38N7O17P3S,-4.0,C25H42N7O17P3S,C00136,
phosphate butyryltransferase,MG299,Carbohydrates and related molecules,coa,Coenzyme A,C21H32N7O16P3S,-4.0,C21H36N7O16P3S,C00010,85-61-0
phosphate butyryltransferase,MG299,Carbohydrates and related molecules,butpi,Butanoyl phosphate,C4H7O5P,-2.0,C4H9O5P,C02527,
pyruvate dehydrogenase,MG273,Central Metabolism,co2,CO2,CO2,0.0,,C00011,124-38-9
pyruvate dehydrogenase,MG273,Central Metabolism,accoa,Acetyl-CoA,C23H34N7O17P3S,-4.0,C23H38N7O17P3S,C00024,72-89-9
pyruvate dehydrogenase,MG273,Central Metabolism,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
pyruvate dehydrogenase,MG273,Central Metabolism,nad,Nicotinamide adenine dinucleotide,C21H26N7O14P2,-1.0,C21H28N7O14P2,C00003,53-84-9
pyruvate dehydrogenase,MG273,Central Metabolism,coa,Coenzyme A,C21H32N7O16P3S,-4.0,C21H36N7O16P3S,C00010,85-61-0
pyruvate dehydrogenase,MG273,Central Metabolism,nadh,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,-2.0,C21H29N7O14P2,C00004,58-68-4
pyruvate dehydrogenase,MG274,Central Metabolism,co2,CO2,CO2,0.0,,C00011,124-38-9
pyruvate dehydrogenase,MG274,Central Metabolism,accoa,Acetyl-CoA,C23H34N7O17P3S,-4.0,C23H38N7O17P3S,C00024,72-89-9
pyruvate dehydrogenase,MG274,Central Metabolism,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
pyruvate dehydrogenase,MG274,Central Metabolism,nad,Nicotinamide adenine dinucleotide,C21H26N7O14P2,-1.0,C21H28N7O14P2,C00003,53-84-9
pyruvate dehydrogenase,MG274,Central Metabolism,coa,Coenzyme A,C21H32N7O16P3S,-4.0,C21H36N7O16P3S,C00010,85-61-0
pyruvate dehydrogenase,MG274,Central Metabolism,nadh,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,-2.0,C21H29N7O14P2,C00004,58-68-4
phosphofructokinase,MG215,Glycolysis/Gluconeogenesis,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
phosphofructokinase,MG215,Glycolysis/Gluconeogenesis,f6p,D-Fructose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,C00085,643-13-0
phosphofructokinase,MG215,Glycolysis/Gluconeogenesis,fdp,"D-Fructose 1,6-bisphosphate",C6H10O12P2,-4.0,C6H14O12P2,C00354,488-69-7
phosphofructokinase,MG215,Glycolysis/Gluconeogenesis,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
phosphofructokinase,MG215,Glycolysis/Gluconeogenesis,h,H+,H,1.0,,C00080,12408-02-5
glucose-6-phosphate isomerase,MG111,Carbohydrates and related molecules,g6p,D-Glucose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,C00092,56-73-5
glucose-6-phosphate isomerase,MG111,Carbohydrates and related molecules,f6p,D-Fructose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,C00085,643-13-0
phosphoglycerate kinase,MG300,Carbohydrates and related molecules,3pg,3-Phospho-D-glycerate,C3H4O7P,-3.0,C3H7O7P,C00197,
phosphoglycerate kinase,MG300,Carbohydrates and related molecules,13dpg,3-Phospho-D-glyceroyl phosphate,C3H4O10P2,-4.0,C3H8O10P2,C00236,
phosphoglycerate kinase,MG300,Carbohydrates and related molecules,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
phosphoglycerate kinase,MG300,Carbohydrates and related molecules,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
phosphoglycerate mutase,MG430,Carbohydrates and related molecules,2pg,D-Glycerate 2-phosphate,C3H4O7P,-3.0,C3H7O7P,C00631,
phosphoglycerate mutase,MG430,Carbohydrates and related molecules,3pg,3-Phospho-D-glycerate,C3H4O7P,-3.0,C3H7O7P,C00197,
Phenylalanyl-tRNA synthetase,MG194,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",phetrna,L-Phenylalanyl-tRNA(Phe),C9H10NOR,1.0,,C03511,
Phenylalanyl-tRNA synthetase,MG194,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Phenylalanyl-tRNA synthetase,MG194,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Phenylalanyl-tRNA synthetase,MG194,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",phe-L,L-Phenylalanine,C9H11NO2,0.0,C9H11NO2,C00079,63-91-2
Phenylalanyl-tRNA synthetase,MG194,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
Phenylalanyl-tRNA synthetase,MG194,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",trnaphe,tRNA(Phe),HOR,0.0,,C01648,
Phenylalanyl-tRNA synthetase,MG195,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",phetrna,L-Phenylalanyl-tRNA(Phe),C9H10NOR,1.0,,C03511,
Phenylalanyl-tRNA synthetase,MG195,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Phenylalanyl-tRNA synthetase,MG195,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Phenylalanyl-tRNA synthetase,MG195,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",phe-L,L-Phenylalanine,C9H11NO2,0.0,C9H11NO2,C00079,63-91-2
Phenylalanyl-tRNA synthetase,MG195,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
Phenylalanyl-tRNA synthetase,MG195,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",trnaphe,tRNA(Phe),HOR,0.0,,C01648,
phosphate transport via ABC system,MG410,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
phosphate transport via ABC system,MG410,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
phosphate transport via ABC system,MG410,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
phosphate transport via ABC system,MG410,Transport,h,H+,H,1.0,,C00080,12408-02-5
phosphate transport via ABC system,MG410,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
phosphate transport via ABC system,MG411,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
phosphate transport via ABC system,MG411,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
phosphate transport via ABC system,MG411,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
phosphate transport via ABC system,MG411,Transport,h,H+,H,1.0,,C00080,12408-02-5
phosphate transport via ABC system,MG411,Transport,h2o,H2O,H2O,0.0,,C00001,7732-18-5
phosphomannomutase,MG053,Carbohydrates and related molecules,man6p,D-Mannose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,C00275,
phosphomannomutase,MG053,Carbohydrates and related molecules,man1p,D-Mannose 1-phosphate,C6H11O9P,-2.0,C6H13O9P,C03812,
inorganic diphosphatase,MG351,Anaplerotic Reactions,h2o,H2O,H2O,0.0,,C00001,7732-18-5
inorganic diphosphatase,MG351,Anaplerotic Reactions,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
inorganic diphosphatase,MG351,Anaplerotic Reactions,h,H+,H,1.0,,C00080,12408-02-5
inorganic diphosphatase,MG351,Anaplerotic Reactions,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
Propionate kinase,MG357,Carbohydrates and related molecules,ppap,Propanoyl phosphate,C3H5O5P,-2.0,,C02876,
Propionate kinase,MG357,Carbohydrates and related molecules,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Propionate kinase,MG357,Carbohydrates and related molecules,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
Propionate kinase,MG357,Carbohydrates and related molecules,ppa,Propionate (n-C3:0),C3H5O2,-1.0,C3H6O2,C00163,1979-09-04 00:00:00
Prolyl-tRNA synthetase,MG283,Arginine and Proline Metabolism,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Prolyl-tRNA synthetase,MG283,Arginine and Proline Metabolism,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Prolyl-tRNA synthetase,MG283,Arginine and Proline Metabolism,trnapro,tRNA(Pro),HOR,0.0,,C01649,
Prolyl-tRNA synthetase,MG283,Arginine and Proline Metabolism,pro-L,L-Proline,C5H9NO2,0.0,C5H9NO2,C00148,147-85-3
Prolyl-tRNA synthetase,MG283,Arginine and Proline Metabolism,protrna,L-Prolyl-tRNA(Pro),C5H8NOR,1.0,,C02702,
Prolyl-tRNA synthetase,MG283,Arginine and Proline Metabolism,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
phosphoribosylpyrophosphate synthetase,MG058,Nucleotides and nucleic acids,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
phosphoribosylpyrophosphate synthetase,MG058,Nucleotides and nucleic acids,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
phosphoribosylpyrophosphate synthetase,MG058,Nucleotides and nucleic acids,r5p,alpha-D-Ribose 5-phosphate,C5H9O8P,-2.0,C5H11O8P,C00117,4300-28-1
phosphoribosylpyrophosphate synthetase,MG058,Nucleotides and nucleic acids,h,H+,H,1.0,,C00080,12408-02-5
phosphoribosylpyrophosphate synthetase,MG058,Nucleotides and nucleic acids,prpp,5-Phospho-alpha-D-ribose 1-diphosphate,C5H8O14P3,-5.0,C5H13O14P3,C00119,
pseudouridylate synthase,MG370,pseudouridylate synthase pathway,h2o,H2O,H2O,0.0,,C00001,7732-18-5
pseudouridylate synthase,MG370,pseudouridylate synthase pathway,ura,Uracil,C4H4N2O2,0.0,,C00106,66-22-8
pseudouridylate synthase,MG370,pseudouridylate synthase pathway,r5p,alpha-D-Ribose 5-phosphate,C5H9O8P,-2.0,C5H11O8P,C00117,4300-28-1
pseudouridylate synthase,MG370,pseudouridylate synthase pathway,psd5p,Pseudouridine 5'-phosphate,C9H11N2O9P,-2.0,C9H13N2O9P,C01168,
pseudouridylate synthase,MG209,pseudouridylate synthase pathway,h2o,H2O,H2O,0.0,,C00001,7732-18-5
pseudouridylate synthase,MG209,pseudouridylate synthase pathway,ura,Uracil,C4H4N2O2,0.0,,C00106,66-22-8
pseudouridylate synthase,MG209,pseudouridylate synthase pathway,r5p,alpha-D-Ribose 5-phosphate,C5H9O8P,-2.0,C5H11O8P,C00117,4300-28-1
pseudouridylate synthase,MG209,pseudouridylate synthase pathway,psd5p,Pseudouridine 5'-phosphate,C9H11N2O9P,-2.0,C9H13N2O9P,C01168,
Phosphate acetyltransferase,MG299,Carbohydrates and related molecules,coa,Coenzyme A,C21H32N7O16P3S,-4.0,C21H36N7O16P3S,C00010,85-61-0
Phosphate acetyltransferase,MG299,Carbohydrates and related molecules,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
Phosphate acetyltransferase,MG299,Carbohydrates and related molecules,ppap,Propanoyl phosphate,C3H5O5P,-2.0,,C02876,
Phosphate acetyltransferase,MG299,Carbohydrates and related molecules,ppcoa,Propanoyl-CoA,C24H36N7O17P3S,-4.0,C24H40N7O17P3S,C00100,317-66-8
phosphotransacetylase,MG299,Carbohydrates and related molecules,coa,Coenzyme A,C21H32N7O16P3S,-4.0,C21H36N7O16P3S,C00010,85-61-0
phosphotransacetylase,MG299,Carbohydrates and related molecules,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
phosphotransacetylase,MG299,Carbohydrates and related molecules,accoa,Acetyl-CoA,C23H34N7O17P3S,-4.0,C23H38N7O17P3S,C00024,72-89-9
phosphotransacetylase,MG299,Carbohydrates and related molecules,actp,Acetyl phosphate,C2H3O5P,-2.0,C2H5O5P,C00227,19926-71-7
putrescine transport via ABC system,MG042,Transport,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
putrescine transport via ABC system,MG042,Transport,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
putrescine transport via ABC system,MG042,Transport,h,H+,H,1.0,,C00080,12408-02-5
putrescine transport via ABC system,MG042,Transport,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
putrescine transport via ABC system,MG042,Transport,ptrc,Putrescine,C4H14N2,2.0,C4H12N2,C00134,110-60-1
